ID,old_url,new_landing_page_url,new_iiif_manifest_url
ui_api_1322,https://digital.lib.uiowa.edu/islandora/object/ui%3Aapi_1322,https://digital.lib.uiowa.edu/node/273909,https://digital.lib.uiowa.edu/node/273909/iiif-p/manifest
ui_api_1327,https://digital.lib.uiowa.edu/islandora/object/ui%3Aapi_1327,https://digital.lib.uiowa.edu/node/184610,https://digital.lib.uiowa.edu/node/184610/iiif-p/manifest
ui_api_133,https://digital.lib.uiowa.edu/islandora/object/ui%3Aapi_133,https://digital.lib.uiowa.edu/node/727603,https://digital.lib.uiowa.edu/node/727603/iiif-p/manifest
ui_api_1332,https://digital.lib.uiowa.edu/islandora/object/ui%3Aapi_1332,https://digital.lib.uiowa.edu/node/75573,https://digital.lib.uiowa.edu/node/75573/iiif-p/manifest
ui_api_1337,https://digital.lib.uiowa.edu/islandora/object/ui%3Aapi_1337,https://digital.lib.uiowa.edu/node/148270,https://digital.lib.uiowa.edu/node/148270/iiif-p/manifest
ui_api_134,https://digital.lib.uiowa.edu/islandora/object/ui%3Aapi_134,https://digital.lib.uiowa.edu/node/608178,https://digital.lib.uiowa.edu/node/608178/iiif-p/manifest
ui_api_1342,https://digital.lib.uiowa.edu/islandora/object/ui%3Aapi_1342,https://digital.lib.uiowa.edu/node/362455,https://digital.lib.uiowa.edu/node/362455/iiif-p/manifest
ui_api_1345,https://digital.lib.uiowa.edu/islandora/object/ui%3Aapi_1345,https://digital.lib.uiowa.edu/node/61183,https://digital.lib.uiowa.edu/node/61183/iiif-p/manifest
ui_api_1348,https://digital.lib.uiowa.edu/islandora/object/ui%3Aapi_1348,https://digital.lib.uiowa.edu/node/101325,https://digital.lib.uiowa.edu/node/101325/iiif-p/manifest
ui_api_135,https://digital.lib.uiowa.edu/islandora/object/ui%3Aapi_135,https://digital.lib.uiowa.edu/node/428137,https://digital.lib.uiowa.edu/node/428137/iiif-p/manifest
ui_api_1358,https://digital.lib.uiowa.edu/islandora/object/ui%3Aapi_1358,https://digital.lib.uiowa.edu/node/42115,https://digital.lib.uiowa.edu/node/42115/iiif-p/manifest
ui_api_136,https://digital.lib.uiowa.edu/islandora/object/ui%3Aapi_136,https://digital.lib.uiowa.edu/node/547664,https://digital.lib.uiowa.edu/node/547664/iiif-p/manifest
ui_api_1361,https://digital.lib.uiowa.edu/islandora/object/ui%3Aapi_1361,https://digital.lib.uiowa.edu/node/358422,https://digital.lib.uiowa.edu/node/358422/iiif-p/manifest
ui_api_137,https://digital.lib.uiowa.edu/islandora/object/ui%3Aapi_137,https://digital.lib.uiowa.edu/node/21558,https://digital.lib.uiowa.edu/node/21558/iiif-p/manifest
ui_api_1371,https://digital.lib.uiowa.edu/islandora/object/ui%3Aapi_1371,Error: No redirect or process failed (TimeoutException),
ui_api_1376,https://digital.lib.uiowa.edu/islandora/object/ui%3Aapi_1376,https://digital.lib.uiowa.edu/node/452722,https://digital.lib.uiowa.edu/node/452722/iiif-p/manifest
ui_api_138,https://digital.lib.uiowa.edu/islandora/object/ui%3Aapi_138,https://digital.lib.uiowa.edu/node/359494,https://digital.lib.uiowa.edu/node/359494/iiif-p/manifest
ui_api_1381,https://digital.lib.uiowa.edu/islandora/object/ui%3Aapi_1381,https://digital.lib.uiowa.edu/node/302966,https://digital.lib.uiowa.edu/node/302966/iiif-p/manifest
ui_api_139,https://digital.lib.uiowa.edu/islandora/object/ui%3Aapi_139,https://digital.lib.uiowa.edu/node/847568,https://digital.lib.uiowa.edu/node/847568/iiif-p/manifest
ui_api_140,https://digital.lib.uiowa.edu/islandora/object/ui%3Aapi_140,https://digital.lib.uiowa.edu/node/708873,https://digital.lib.uiowa.edu/node/708873/iiif-p/manifest
ui_api_141,https://digital.lib.uiowa.edu/islandora/object/ui%3Aapi_141,https://digital.lib.uiowa.edu/node/30740,https://digital.lib.uiowa.edu/node/30740/iiif-p/manifest
ui_api_1412,https://digital.lib.uiowa.edu/islandora/object/ui%3Aapi_1412,https://digital.lib.uiowa.edu/node/853557,https://digital.lib.uiowa.edu/node/853557/iiif-p/manifest
ui_api_1413,https://digital.lib.uiowa.edu/islandora/object/ui%3Aapi_1413,https://digital.lib.uiowa.edu/node/562784,https://digital.lib.uiowa.edu/node/562784/iiif-p/manifest
ui_api_1414,https://digital.lib.uiowa.edu/islandora/object/ui%3Aapi_1414,https://digital.lib.uiowa.edu/node/728151,https://digital.lib.uiowa.edu/node/728151/iiif-p/manifest
ui_api_1415,https://digital.lib.uiowa.edu/islandora/object/ui%3Aapi_1415,https://digital.lib.uiowa.edu/node/912614,https://digital.lib.uiowa.edu/node/912614/iiif-p/manifest
ui_api_1416,https://digital.lib.uiowa.edu/islandora/object/ui%3Aapi_1416,https://digital.lib.uiowa.edu/node/886774,https://digital.lib.uiowa.edu/node/886774/iiif-p/manifest
ui_api_1417,https://digital.lib.uiowa.edu/islandora/object/ui%3Aapi_1417,https://digital.lib.uiowa.edu/node/853368,https://digital.lib.uiowa.edu/node/853368/iiif-p/manifest
ui_api_1418,https://digital.lib.uiowa.edu/islandora/object/ui%3Aapi_1418,https://digital.lib.uiowa.edu/node/631695,https://digital.lib.uiowa.edu/node/631695/iiif-p/manifest
ui_api_1419,https://digital.lib.uiowa.edu/islandora/object/ui%3Aapi_1419,Error: No redirect or process failed (TimeoutException),
ui_api_142,https://digital.lib.uiowa.edu/islandora/object/ui%3Aapi_142,https://digital.lib.uiowa.edu/node/534374,https://digital.lib.uiowa.edu/node/534374/iiif-p/manifest
ui_api_1420,https://digital.lib.uiowa.edu/islandora/object/ui%3Aapi_1420,https://digital.lib.uiowa.edu/node/341673,https://digital.lib.uiowa.edu/node/341673/iiif-p/manifest
ui_api_1421,https://digital.lib.uiowa.edu/islandora/object/ui%3Aapi_1421,https://digital.lib.uiowa.edu/node/585826,https://digital.lib.uiowa.edu/node/585826/iiif-p/manifest
ui_api_1422,https://digital.lib.uiowa.edu/islandora/object/ui%3Aapi_1422,https://digital.lib.uiowa.edu/node/896644,https://digital.lib.uiowa.edu/node/896644/iiif-p/manifest
ui_api_1423,https://digital.lib.uiowa.edu/islandora/object/ui%3Aapi_1423,https://digital.lib.uiowa.edu/node/245970,https://digital.lib.uiowa.edu/node/245970/iiif-p/manifest
ui_api_1424,https://digital.lib.uiowa.edu/islandora/object/ui%3Aapi_1424,https://digital.lib.uiowa.edu/node/691705,https://digital.lib.uiowa.edu/node/691705/iiif-p/manifest
ui_api_1425,https://digital.lib.uiowa.edu/islandora/object/ui%3Aapi_1425,https://digital.lib.uiowa.edu/node/626052,https://digital.lib.uiowa.edu/node/626052/iiif-p/manifest
ui_api_1426,https://digital.lib.uiowa.edu/islandora/object/ui%3Aapi_1426,https://digital.lib.uiowa.edu/node/186385,https://digital.lib.uiowa.edu/node/186385/iiif-p/manifest
ui_api_1428,https://digital.lib.uiowa.edu/islandora/object/ui%3Aapi_1428,https://digital.lib.uiowa.edu/node/176946,https://digital.lib.uiowa.edu/node/176946/iiif-p/manifest
ui_api_1429,https://digital.lib.uiowa.edu/islandora/object/ui%3Aapi_1429,https://digital.lib.uiowa.edu/node/552168,https://digital.lib.uiowa.edu/node/552168/iiif-p/manifest
ui_api_143,https://digital.lib.uiowa.edu/islandora/object/ui%3Aapi_143,https://digital.lib.uiowa.edu/node/289480,https://digital.lib.uiowa.edu/node/289480/iiif-p/manifest
ui_api_1430,https://digital.lib.uiowa.edu/islandora/object/ui%3Aapi_1430,https://digital.lib.uiowa.edu/node/405331,https://digital.lib.uiowa.edu/node/405331/iiif-p/manifest
ui_api_1431,https://digital.lib.uiowa.edu/islandora/object/ui%3Aapi_1431,https://digital.lib.uiowa.edu/node/191669,https://digital.lib.uiowa.edu/node/191669/iiif-p/manifest
ui_api_1432,https://digital.lib.uiowa.edu/islandora/object/ui%3Aapi_1432,https://digital.lib.uiowa.edu/node/41821,https://digital.lib.uiowa.edu/node/41821/iiif-p/manifest
ui_api_1433,https://digital.lib.uiowa.edu/islandora/object/ui%3Aapi_1433,https://digital.lib.uiowa.edu/node/286700,https://digital.lib.uiowa.edu/node/286700/iiif-p/manifest
ui_api_1434,https://digital.lib.uiowa.edu/islandora/object/ui%3Aapi_1434,https://digital.lib.uiowa.edu/node/625250,https://digital.lib.uiowa.edu/node/625250/iiif-p/manifest
ui_api_1435,https://digital.lib.uiowa.edu/islandora/object/ui%3Aapi_1435,https://digital.lib.uiowa.edu/node/368735,https://digital.lib.uiowa.edu/node/368735/iiif-p/manifest
ui_api_1436,https://digital.lib.uiowa.edu/islandora/object/ui%3Aapi_1436,https://digital.lib.uiowa.edu/node/418888,https://digital.lib.uiowa.edu/node/418888/iiif-p/manifest
ui_api_1437,https://digital.lib.uiowa.edu/islandora/object/ui%3Aapi_1437,https://digital.lib.uiowa.edu/node/801532,https://digital.lib.uiowa.edu/node/801532/iiif-p/manifest
ui_api_1438,https://digital.lib.uiowa.edu/islandora/object/ui%3Aapi_1438,https://digital.lib.uiowa.edu/node/27037,https://digital.lib.uiowa.edu/node/27037/iiif-p/manifest
ui_api_1439,https://digital.lib.uiowa.edu/islandora/object/ui%3Aapi_1439,https://digital.lib.uiowa.edu/node/192085,https://digital.lib.uiowa.edu/node/192085/iiif-p/manifest
ui_api_144,https://digital.lib.uiowa.edu/islandora/object/ui%3Aapi_144,https://digital.lib.uiowa.edu/node/609872,https://digital.lib.uiowa.edu/node/609872/iiif-p/manifest
ui_api_1440,https://digital.lib.uiowa.edu/islandora/object/ui%3Aapi_1440,https://digital.lib.uiowa.edu/node/921929,https://digital.lib.uiowa.edu/node/921929/iiif-p/manifest
ui_api_1441,https://digital.lib.uiowa.edu/islandora/object/ui%3Aapi_1441,https://digital.lib.uiowa.edu/node/177413,https://digital.lib.uiowa.edu/node/177413/iiif-p/manifest
ui_api_1442,https://digital.lib.uiowa.edu/islandora/object/ui%3Aapi_1442,https://digital.lib.uiowa.edu/node/258701,https://digital.lib.uiowa.edu/node/258701/iiif-p/manifest
ui_api_1444,https://digital.lib.uiowa.edu/islandora/object/ui%3Aapi_1444,https://digital.lib.uiowa.edu/node/316235,https://digital.lib.uiowa.edu/node/316235/iiif-p/manifest
ui_api_1445,https://digital.lib.uiowa.edu/islandora/object/ui%3Aapi_1445,https://digital.lib.uiowa.edu/node/719255,https://digital.lib.uiowa.edu/node/719255/iiif-p/manifest
